Vocabulary Size:  27710
Total number of model parameters: 41.22M
| epoch   1 |   500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  7.86 | ppl  2588.38
| epoch   1 | 15500/15983 batches | lr 2.00 | ms/batch 10.82 | loss  5.37 | ppl   214.21
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 172.66s | valid loss  5.45 | valid ppl   232.53
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.41 | ppl   223.69
| epoch   2 |  1000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.41 | ppl   222.56
| epoch   2 |  1500/15983 batches | lr 2.00 | ms/batch 10.82 | loss  5.46 | ppl   235.20
| epoch   2 |  2000/15983 batches | lr 2.00 | ms/batch 10.62 | loss  5.36 | ppl   213.73
| epoch   2 |  2500/15983 batches | lr 2.00 | ms/batch  9.34 | loss  5.28 | ppl   196.38
| epoch   2 |  3000/15983 batches | lr 2.00 | ms/batch 10.83 | loss  5.35 | ppl   210.98
| epoch   2 |  3500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  5.36 | ppl   213.50
| epoch   2 |  4000/15983 batches | lr 2.00 | ms/batch  6.93 | loss  5.37 | ppl   215.72
| epoch   2 |  4500/15983 batches | lr 2.00 | ms/batch  9.96 | loss  5.38 | ppl   216.78
| epoch   2 |  5000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.37 | ppl   214.48
| epoch   2 |  5500/15983 batches | lr 2.00 | ms/batch 10.76 | loss  5.35 | ppl   210.07
| epoch   2 |  6000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  5.36 | ppl   212.93
| epoch   2 |  6500/15983 batches | lr 2.00 | ms/batch 10.81 | loss  5.31 | ppl   201.39
| epoch   2 |  7000/15983 batches | lr 2.00 | ms/batch  9.34 | loss  5.31 | ppl   202.95
| epoch   2 |  7500/15983 batches | lr 2.00 | ms/batch 10.67 | loss  5.27 | ppl   194.58
| epoch   2 |  8000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.34 | ppl   209.36
| epoch   2 |  8500/15983 batches | lr 2.00 | ms/batch 10.80 | loss  5.27 | ppl   194.20
| epoch   2 |  9000/15983 batches | lr 2.00 | ms/batch 10.79 | loss  5.22 | ppl   185.00
| epoch   2 |  9500/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.23 | ppl   186.10
| epoch   2 | 10000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.23 | ppl   185.89
| epoch   2 | 10500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  5.26 | ppl   192.47
| epoch   2 | 11000/15983 batches | lr 2.00 | ms/batch 10.70 | loss  5.27 | ppl   194.84
| epoch   2 | 11500/15983 batches | lr 2.00 | ms/batch 10.87 | loss  5.23 | ppl   187.28
| epoch   2 | 12000/15983 batches | lr 2.00 | ms/batch 10.83 | loss  5.21 | ppl   183.85
| epoch   2 | 12500/15983 batches | lr 2.00 | ms/batch 10.81 | loss  5.18 | ppl   177.36
| epoch   2 | 13000/15983 batches | lr 2.00 | ms/batch 10.68 | loss  5.19 | ppl   180.24
| epoch   2 | 13500/15983 batches | lr 2.00 | ms/batch 10.68 | loss  5.21 | ppl   183.90
| epoch   2 | 14000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.24 | ppl   189.00
| epoch   2 | 14500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  5.15 | ppl   172.41
| epoch   2 | 15000/15983 batches | lr 2.00 | ms/batch 10.62 | loss  5.14 | ppl   170.25
| epoch   2 | 15500/15983 batches | lr 2.00 | ms/batch 10.59 | loss  5.16 | ppl   174.07
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 169.02s | valid loss  5.29 | valid ppl   198.52
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 2.00 | ms/batch 10.76 | loss  5.20 | ppl   181.98
| epoch   3 |  1000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.21 | ppl   182.77
| epoch   3 |  1500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  5.25 | ppl   191.32
| epoch   3 |  2000/15983 batches | lr 2.00 | ms/batch 10.81 | loss  5.17 | ppl   175.71
| epoch   3 |  2500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  5.11 | ppl   165.18
| epoch   3 |  3000/15983 batches | lr 2.00 | ms/batch 10.62 | loss  5.18 | ppl   177.22
| epoch   3 |  3500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  5.19 | ppl   179.59
| epoch   3 |  4000/15983 batches | lr 2.00 | ms/batch 10.68 | loss  5.20 | ppl   180.48
| epoch   3 |  4500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.21 | ppl   182.22
| epoch   3 |  5000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.20 | ppl   181.39
| epoch   3 |  5500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.19 | ppl   179.35
| epoch   3 |  6000/15983 batches | lr 2.00 | ms/batch 10.69 | loss  5.21 | ppl   183.21
| epoch   3 |  6500/15983 batches | lr 2.00 | ms/batch 10.83 | loss  5.15 | ppl   173.03
| epoch   3 |  7000/15983 batches | lr 2.00 | ms/batch 10.81 | loss  5.16 | ppl   174.28
| epoch   3 |  7500/15983 batches | lr 2.00 | ms/batch 10.67 | loss  5.12 | ppl   167.45
| epoch   3 |  8000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.20 | ppl   181.16
| epoch   3 |  8500/15983 batches | lr 2.00 | ms/batch 10.72 | loss  5.13 | ppl   168.43
| epoch   3 |  9000/15983 batches | lr 2.00 | ms/batch 10.60 | loss  5.08 | ppl   160.49
| epoch   3 |  9500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.09 | ppl   162.46
| epoch   3 | 10000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  5.09 | ppl   161.77
| epoch   3 | 10500/15983 batches | lr 2.00 | ms/batch 10.76 | loss  5.13 | ppl   168.65
| epoch   3 | 11000/15983 batches | lr 2.00 | ms/batch 10.56 | loss  5.14 | ppl   171.11
| epoch   3 | 11500/15983 batches | lr 2.00 | ms/batch  9.29 | loss  5.10 | ppl   164.19
| epoch   3 | 12000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  5.09 | ppl   162.46
| epoch   3 | 12500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.06 | ppl   157.21
| epoch   3 | 13000/15983 batches | lr 2.00 | ms/batch  8.09 | loss  5.07 | ppl   159.77
| epoch   3 | 13500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.09 | ppl   163.01
| epoch   3 | 14000/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.12 | ppl   167.43
| epoch   3 | 14500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.04 | ppl   153.79
| epoch   3 | 15000/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.03 | ppl   152.91
| epoch   3 | 15500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.04 | ppl   154.27
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 154.89s | valid loss  5.22 | valid ppl   185.85
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 2.00 | ms/batch  5.73 | loss  5.09 | ppl   162.41
| epoch   4 |  1000/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.09 | ppl   163.18
| epoch   4 |  1500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  5.13 | ppl   168.68
| epoch   4 |  2000/15983 batches | lr 2.00 | ms/batch  7.25 | loss  5.05 | ppl   156.53
| epoch   4 |  2500/15983 batches | lr 2.00 | ms/batch 10.64 | loss  5.01 | ppl   149.31
| epoch   4 |  3000/15983 batches | lr 2.00 | ms/batch 10.15 | loss  5.07 | ppl   159.37
| epoch   4 |  3500/15983 batches | lr 2.00 | ms/batch  9.73 | loss  5.08 | ppl   161.44
| epoch   4 |  4000/15983 batches | lr 2.00 | ms/batch 10.63 | loss  5.09 | ppl   162.21
| epoch   4 |  4500/15983 batches | lr 2.00 | ms/batch 10.62 | loss  5.10 | ppl   163.29
| epoch   4 |  5000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.10 | ppl   163.73
| epoch   4 |  5500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  5.09 | ppl   162.25
| epoch   4 |  6000/15983 batches | lr 2.00 | ms/batch 10.68 | loss  5.11 | ppl   166.06
| epoch   4 |  6500/15983 batches | lr 2.00 | ms/batch 10.57 | loss  5.06 | ppl   157.06
| epoch   4 |  7000/15983 batches | lr 2.00 | ms/batch 10.77 | loss  5.06 | ppl   158.17
| epoch   4 |  7500/15983 batches | lr 2.00 | ms/batch 10.81 | loss  5.03 | ppl   152.55
| epoch   4 |  8000/15983 batches | lr 2.00 | ms/batch 10.72 | loss  5.11 | ppl   164.85
| epoch   4 |  8500/15983 batches | lr 2.00 | ms/batch 10.76 | loss  5.04 | ppl   153.76
| epoch   4 |  9000/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.99 | ppl   146.56
| epoch   4 |  9500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  5.00 | ppl   148.85
| epoch   4 | 10000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.99 | ppl   147.46
| epoch   4 | 10500/15983 batches | lr 2.00 | ms/batch 10.87 | loss  5.04 | ppl   154.88
| epoch   4 | 11000/15983 batches | lr 2.00 | ms/batch 10.73 | loss  5.06 | ppl   157.24
| epoch   4 | 11500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  5.01 | ppl   150.62
| epoch   4 | 12000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  5.01 | ppl   149.89
| epoch   4 | 12500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  4.98 | ppl   144.84
| epoch   4 | 13000/15983 batches | lr 2.00 | ms/batch 10.66 | loss  4.99 | ppl   147.64
| epoch   4 | 13500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  5.01 | ppl   149.78
| epoch   4 | 14000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  5.04 | ppl   153.76
| epoch   4 | 14500/15983 batches | lr 2.00 | ms/batch 10.68 | loss  4.96 | ppl   142.32
| epoch   4 | 15000/15983 batches | lr 2.00 | ms/batch 10.66 | loss  4.96 | ppl   142.10
| epoch   4 | 15500/15983 batches | lr 2.00 | ms/batch 10.58 | loss  4.96 | ppl   143.22
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 162.15s | valid loss  5.16 | valid ppl   174.76
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 2.00 | ms/batch 10.85 | loss  5.01 | ppl   150.21
| epoch   5 |  1000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  5.02 | ppl   150.99
| epoch   5 |  1500/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.05 | ppl   155.40
| epoch   5 |  2000/15983 batches | lr 2.00 | ms/batch 10.68 | loss  4.97 | ppl   144.38
| epoch   5 |  2500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  4.94 | ppl   139.37
| epoch   5 |  3000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.00 | ppl   147.80
| epoch   5 |  3500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  5.01 | ppl   150.25
| epoch   5 |  4000/15983 batches | lr 2.00 | ms/batch 10.77 | loss  5.01 | ppl   149.67
| epoch   5 |  4500/15983 batches | lr 2.00 | ms/batch 10.75 | loss  5.02 | ppl   151.19
| epoch   5 |  5000/15983 batches | lr 2.00 | ms/batch 10.79 | loss  5.03 | ppl   152.29
| epoch   5 |  5500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  5.02 | ppl   151.31
| epoch   5 |  6000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  5.04 | ppl   154.74
| epoch   5 |  6500/15983 batches | lr 2.00 | ms/batch 10.72 | loss  4.99 | ppl   146.53
| epoch   5 |  7000/15983 batches | lr 2.00 | ms/batch 10.76 | loss  4.99 | ppl   147.39
| epoch   5 |  7500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.96 | ppl   142.53
| epoch   5 |  8000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  5.03 | ppl   153.69
| epoch   5 |  8500/15983 batches | lr 2.00 | ms/batch 10.79 | loss  4.97 | ppl   143.81
| epoch   5 |  9000/15983 batches | lr 2.00 | ms/batch  9.24 | loss  4.92 | ppl   137.51
| epoch   5 |  9500/15983 batches | lr 2.00 | ms/batch  9.27 | loss  4.94 | ppl   139.53
| epoch   5 | 10000/15983 batches | lr 2.00 | ms/batch 10.80 | loss  4.93 | ppl   137.86
| epoch   5 | 10500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.98 | ppl   144.98
| epoch   5 | 11000/15983 batches | lr 2.00 | ms/batch  7.72 | loss  5.00 | ppl   147.85
| epoch   5 | 11500/15983 batches | lr 2.00 | ms/batch  9.01 | loss  4.95 | ppl   141.67
| epoch   5 | 12000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  4.95 | ppl   140.86
| epoch   5 | 12500/15983 batches | lr 2.00 | ms/batch 10.83 | loss  4.91 | ppl   135.87
| epoch   5 | 13000/15983 batches | lr 2.00 | ms/batch 10.72 | loss  4.93 | ppl   138.43
| epoch   5 | 13500/15983 batches | lr 2.00 | ms/batch 10.62 | loss  4.95 | ppl   140.91
| epoch   5 | 14000/15983 batches | lr 2.00 | ms/batch 10.64 | loss  4.97 | ppl   144.43
| epoch   5 | 14500/15983 batches | lr 2.00 | ms/batch 10.67 | loss  4.90 | ppl   134.57
| epoch   5 | 15000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.90 | ppl   134.73
| epoch   5 | 15500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.90 | ppl   134.95
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 168.81s | valid loss  5.13 | valid ppl   168.81
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.95 | ppl   141.75
| epoch   6 |  1000/15983 batches | lr 2.00 | ms/batch 10.83 | loss  4.96 | ppl   142.48
| epoch   6 |  1500/15983 batches | lr 2.00 | ms/batch 10.80 | loss  4.98 | ppl   145.79
| epoch   6 |  2000/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.91 | ppl   136.02
| epoch   6 |  2500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.89 | ppl   132.39
| epoch   6 |  3000/15983 batches | lr 2.00 | ms/batch 10.65 | loss  4.94 | ppl   139.65
| epoch   6 |  3500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.96 | ppl   141.97
| epoch   6 |  4000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.95 | ppl   140.78
| epoch   6 |  4500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.96 | ppl   142.22
| epoch   6 |  5000/15983 batches | lr 2.00 | ms/batch 10.66 | loss  4.97 | ppl   143.56
| epoch   6 |  5500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.97 | ppl   143.72
| epoch   6 |  6000/15983 batches | lr 2.00 | ms/batch 10.65 | loss  4.99 | ppl   146.46
| epoch   6 |  6500/15983 batches | lr 2.00 | ms/batch 10.88 | loss  4.93 | ppl   138.52
| epoch   6 |  7000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.94 | ppl   139.35
| epoch   6 |  7500/15983 batches | lr 2.00 | ms/batch 10.70 | loss  4.91 | ppl   135.21
| epoch   6 |  8000/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.98 | ppl   145.49
| epoch   6 |  8500/15983 batches | lr 2.00 | ms/batch 10.65 | loss  4.92 | ppl   136.58
| epoch   6 |  9000/15983 batches | lr 2.00 | ms/batch 10.76 | loss  4.87 | ppl   130.73
| epoch   6 |  9500/15983 batches | lr 2.00 | ms/batch 10.65 | loss  4.89 | ppl   132.74
| epoch   6 | 10000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.88 | ppl   131.05
| epoch   6 | 10500/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.93 | ppl   138.34
| epoch   6 | 11000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  4.95 | ppl   140.50
| epoch   6 | 11500/15983 batches | lr 2.00 | ms/batch 10.72 | loss  4.90 | ppl   134.90
| epoch   6 | 12000/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.90 | ppl   134.26
| epoch   6 | 12500/15983 batches | lr 2.00 | ms/batch 10.79 | loss  4.86 | ppl   129.33
| epoch   6 | 13000/15983 batches | lr 2.00 | ms/batch 10.61 | loss  4.88 | ppl   132.06
| epoch   6 | 13500/15983 batches | lr 2.00 | ms/batch 10.76 | loss  4.90 | ppl   134.59
| epoch   6 | 14000/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.92 | ppl   137.22
| epoch   6 | 14500/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.86 | ppl   128.68
| epoch   6 | 15000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.86 | ppl   129.13
| epoch   6 | 15500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.86 | ppl   129.18
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 172.73s | valid loss  5.11 | valid ppl   164.91
-----------------------------------------------------------------------------------------
| epoch   7 |   500/15983 batches | lr 2.00 | ms/batch  9.27 | loss  4.91 | ppl   135.39
| epoch   7 |  1000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.91 | ppl   135.72
| epoch   7 |  1500/15983 batches | lr 2.00 | ms/batch 10.67 | loss  4.94 | ppl   139.14
| epoch   7 |  2000/15983 batches | lr 2.00 | ms/batch 10.72 | loss  4.87 | ppl   129.81
| epoch   7 |  2500/15983 batches | lr 2.00 | ms/batch  9.41 | loss  4.84 | ppl   126.67
| epoch   7 |  3000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.90 | ppl   133.86
| epoch   7 |  3500/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.91 | ppl   135.39
| epoch   7 |  4000/15983 batches | lr 2.00 | ms/batch  7.90 | loss  4.90 | ppl   133.99
| epoch   7 |  4500/15983 batches | lr 2.00 | ms/batch  5.77 | loss  4.91 | ppl   135.72
| epoch   7 |  5000/15983 batches | lr 2.00 | ms/batch  5.72 | loss  4.92 | ppl   137.10
| epoch   7 |  5500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  4.92 | ppl   137.00
| epoch   7 |  6000/15983 batches | lr 2.00 | ms/batch  5.72 | loss  4.94 | ppl   139.94
| epoch   7 |  6500/15983 batches | lr 2.00 | ms/batch  5.72 | loss  4.89 | ppl   132.37
| epoch   7 |  7000/15983 batches | lr 2.00 | ms/batch  7.82 | loss  4.89 | ppl   132.62
| epoch   7 |  7500/15983 batches | lr 2.00 | ms/batch 10.64 | loss  4.86 | ppl   129.39
| epoch   7 |  8000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.93 | ppl   138.81
| epoch   7 |  8500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.87 | ppl   130.71
| epoch   7 |  9000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  4.83 | ppl   125.66
| epoch   7 |  9500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.85 | ppl   127.15
| epoch   7 | 10000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  4.83 | ppl   125.52
| epoch   7 | 10500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.89 | ppl   132.62
| epoch   7 | 11000/15983 batches | lr 2.00 | ms/batch 10.82 | loss  4.90 | ppl   134.75
| epoch   7 | 11500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.86 | ppl   129.27
| epoch   7 | 12000/15983 batches | lr 2.00 | ms/batch 10.66 | loss  4.86 | ppl   129.08
| epoch   7 | 12500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.82 | ppl   124.38
| epoch   7 | 13000/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.85 | ppl   127.25
| epoch   7 | 13500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.86 | ppl   129.14
| epoch   7 | 14000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  4.88 | ppl   131.96
| epoch   7 | 14500/15983 batches | lr 2.00 | ms/batch 10.79 | loss  4.82 | ppl   124.31
| epoch   7 | 15000/15983 batches | lr 2.00 | ms/batch 10.61 | loss  4.83 | ppl   124.69
| epoch   7 | 15500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.82 | ppl   124.14
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 155.64s | valid loss  5.10 | valid ppl   164.13
-----------------------------------------------------------------------------------------
| epoch   8 |   500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.87 | ppl   129.86
| epoch   8 |  1000/15983 batches | lr 2.00 | ms/batch 10.89 | loss  4.87 | ppl   130.49
| epoch   8 |  1500/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.89 | ppl   133.13
| epoch   8 |  2000/15983 batches | lr 2.00 | ms/batch 10.84 | loss  4.82 | ppl   124.01
| epoch   8 |  2500/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.81 | ppl   122.50
| epoch   8 |  3000/15983 batches | lr 2.00 | ms/batch 10.71 | loss  4.86 | ppl   128.86
| epoch   8 |  3500/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.87 | ppl   130.53
| epoch   8 |  4000/15983 batches | lr 2.00 | ms/batch 10.74 | loss  4.86 | ppl   129.00
| epoch   8 |  4500/15983 batches | lr 2.00 | ms/batch 10.75 | loss  4.87 | ppl   130.20
| epoch   8 |  5000/15983 batches | lr 2.00 | ms/batch 10.87 | loss  4.88 | ppl   131.67
| epoch   8 |  5500/15983 batches | lr 2.00 | ms/batch 10.59 | loss  4.88 | ppl   131.70
| epoch   8 |  6000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  4.90 | ppl   134.79
| epoch   8 |  6500/15983 batches | lr 2.00 | ms/batch 10.86 | loss  4.85 | ppl   127.50
| epoch   8 |  7000/15983 batches | lr 2.00 | ms/batch 10.67 | loss  4.85 | ppl   128.04
| epoch   8 |  7500/15983 batches | lr 2.00 | ms/batch 10.81 | loss  4.83 | ppl   124.76
| epoch   8 |  8000/15983 batches | lr 2.00 | ms/batch 10.70 | loss  4.90 | ppl   133.65
| epoch   8 |  8500/15983 batches | lr 2.00 | ms/batch 10.80 | loss  4.84 | ppl   126.27
| epoch   8 |  9000/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.80 | ppl   120.95
| epoch   8 |  9500/15983 batches | lr 2.00 | ms/batch 10.61 | loss  4.81 | ppl   122.94
| epoch   8 | 10000/15983 batches | lr 2.00 | ms/batch 10.78 | loss  4.80 | ppl   121.09
| epoch   8 | 10500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.85 | ppl   128.25
| epoch   8 | 11000/15983 batches | lr 2.00 | ms/batch  9.14 | loss  4.87 | ppl   130.20
| epoch   8 | 11500/15983 batches | lr 2.00 | ms/batch 10.73 | loss  4.83 | ppl   125.27
| epoch   8 | 12000/15983 batches | lr 2.00 | ms/batch 10.66 | loss  4.83 | ppl   124.72
| epoch   8 | 12500/15983 batches | lr 2.00 | ms/batch 10.69 | loss  4.79 | ppl   120.21
| epoch   8 | 13000/15983 batches | lr 2.00 | ms/batch 10.76 | loss  4.81 | ppl   123.34
| epoch   8 | 13500/15983 batches | lr 2.00 | ms/batch 10.86 | loss  4.83 | ppl   124.86
| epoch   8 | 14000/15983 batches | lr 2.00 | ms/batch 10.77 | loss  4.85 | ppl   127.31
| epoch   8 | 14500/15983 batches | lr 2.00 | ms/batch  9.32 | loss  4.79 | ppl   120.36
| epoch   8 | 15000/15983 batches | lr 2.00 | ms/batch 10.75 | loss  4.79 | ppl   120.75
| epoch   8 | 15500/15983 batches | lr 2.00 | ms/batch 10.53 | loss  4.79 | ppl   120.00
-----------------------------------------------------------------------------------------
| end of epoch   8 | time: 168.21s | valid loss  5.06 | valid ppl   158.37
-----------------------------------------------------------------------------------------
| epoch   9 |   500/15983 batches | lr 2.00 | ms/batch  5.73 | loss  4.83 | ppl   125.71
| epoch   9 |  1000/15983 batches | lr 2.00 | ms/batch  5.71 | loss  4.84 | ppl   126.02
| epoch   9 |  1500/15983 batches | lr 2.00 | ms/batch  9.21 | loss  4.86 | ppl   128.48
