Vocabulary Size:  27710
Total number of model parameters: 38.92M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch  6.30 | loss  7.14 | ppl  1262.92
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch  6.22 | loss  6.62 | ppl   748.63
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  6.38 | ppl   590.95
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  6.16 | ppl   472.76
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.99 | ppl   399.43
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  6.00 | ppl   403.93
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.97 | ppl   389.67
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.95 | ppl   383.92
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.92 | ppl   370.78
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.88 | ppl   358.13
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.82 | ppl   336.05
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.81 | ppl   332.32
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.73 | ppl   309.38
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.74 | ppl   312.35
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.68 | ppl   292.71
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.74 | ppl   310.95
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.65 | ppl   284.97
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.61 | ppl   272.04
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.60 | ppl   270.25
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.59 | ppl   268.02
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.61 | ppl   272.64
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.60 | ppl   269.84
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch  6.21 | loss  5.57 | ppl   261.28
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.52 | ppl   250.72
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.48 | ppl   240.68
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.51 | ppl   245.94
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.53 | ppl   251.57
| epoch   1 | 14000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.55 | ppl   257.73
| epoch   1 | 14500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.44 | ppl   231.09
| epoch   1 | 15000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.41 | ppl   224.61
| epoch   1 | 15500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.44 | ppl   229.99
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 99.77s | valid loss  5.56 | valid ppl   258.84
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 1.00 | ms/batch  6.21 | loss  5.50 | ppl   243.89
| epoch   2 |  1000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.49 | ppl   242.31
| epoch   2 |  1500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.53 | ppl   252.77
| epoch   2 |  2000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.44 | ppl   230.49
| epoch   2 |  2500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.37 | ppl   214.78
| epoch   2 |  3000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.43 | ppl   229.21
| epoch   2 |  3500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.45 | ppl   231.89
| epoch   2 |  4000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.45 | ppl   233.61
| epoch   2 |  4500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.45 | ppl   232.95
| epoch   2 |  5000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.45 | ppl   232.20
| epoch   2 |  5500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.43 | ppl   228.87
| epoch   2 |  6000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.45 | ppl   232.23
| epoch   2 |  6500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.39 | ppl   218.21
| epoch   2 |  7000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.39 | ppl   218.82
| epoch   2 |  7500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.35 | ppl   209.94
| epoch   2 |  8000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.42 | ppl   226.25
| epoch   2 |  8500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.35 | ppl   210.63
| epoch   2 |  9000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.30 | ppl   200.66
| epoch   2 |  9500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.32 | ppl   204.81
| epoch   2 | 10000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.31 | ppl   203.04
| epoch   2 | 10500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.34 | ppl   209.33
| epoch   2 | 11000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.35 | ppl   210.68
| epoch   2 | 11500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.32 | ppl   203.92
| epoch   2 | 12000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.30 | ppl   199.36
| epoch   2 | 12500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.26 | ppl   191.69
| epoch   2 | 13000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.27 | ppl   194.03
| epoch   2 | 13500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.29 | ppl   198.91
| epoch   2 | 14000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.32 | ppl   204.97
| epoch   2 | 14500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.23 | ppl   187.51
| epoch   2 | 15000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.21 | ppl   183.02
| epoch   2 | 15500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.23 | ppl   186.56
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 99.57s | valid loss  5.42 | valid ppl   226.91
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.29 | ppl   197.97
| epoch   3 |  1000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.29 | ppl   198.85
| epoch   3 |  1500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.33 | ppl   205.85
| epoch   3 |  2000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.24 | ppl   188.66
| epoch   3 |  2500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.19 | ppl   178.58
| epoch   3 |  3000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.26 | ppl   191.96
| epoch   3 |  3500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.27 | ppl   194.06
| epoch   3 |  4000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.28 | ppl   195.49
| epoch   3 |  4500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.29 | ppl   198.82
| epoch   3 |  5000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.29 | ppl   197.97
| epoch   3 |  5500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.27 | ppl   193.97
| epoch   3 |  6000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.28 | ppl   197.03
| epoch   3 |  6500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.24 | ppl   188.47
| epoch   3 |  7000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.24 | ppl   188.86
| epoch   3 |  7500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.20 | ppl   181.73
| epoch   3 |  8000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.28 | ppl   197.26
| epoch   3 |  8500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.21 | ppl   182.44
| epoch   3 |  9000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.16 | ppl   174.96
| epoch   3 |  9500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.18 | ppl   177.57
| epoch   3 | 10000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.17 | ppl   176.77
| epoch   3 | 10500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.21 | ppl   183.79
| epoch   3 | 11000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.23 | ppl   186.22
| epoch   3 | 11500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.19 | ppl   178.77
| epoch   3 | 12000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.17 | ppl   176.75
| epoch   3 | 12500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.14 | ppl   170.74
| epoch   3 | 13000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.16 | ppl   173.37
| epoch   3 | 13500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.17 | ppl   176.53
| epoch   3 | 14000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.20 | ppl   180.80
| epoch   3 | 14500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.12 | ppl   167.35
| epoch   3 | 15000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.10 | ppl   164.76
| epoch   3 | 15500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.12 | ppl   166.98
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 99.62s | valid loss  5.36 | valid ppl   213.17
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 1.00 | ms/batch  6.21 | loss  5.17 | ppl   176.26
| epoch   4 |  1000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.18 | ppl   177.28
| epoch   4 |  1500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.21 | ppl   182.20
| epoch   4 |  2000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.13 | ppl   169.05
| epoch   4 |  2500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.09 | ppl   161.71
| epoch   4 |  3000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.16 | ppl   173.48
| epoch   4 |  3500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.16 | ppl   175.01
| epoch   4 |  4000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.16 | ppl   175.01
| epoch   4 |  4500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.18 | ppl   176.98
| epoch   4 |  5000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.18 | ppl   177.86
| epoch   4 |  5500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.18 | ppl   176.86
| epoch   4 |  6000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.19 | ppl   178.95
| epoch   4 |  6500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.14 | ppl   170.01
| epoch   4 |  7000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.15 | ppl   171.58
| epoch   4 |  7500/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.11 | ppl   166.11
| epoch   4 |  8000/15983 batches | lr 1.00 | ms/batch  6.19 | loss  5.19 | ppl   180.07
| epoch   4 |  8500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.12 | ppl   167.03
| epoch   4 |  9000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.92
| epoch   4 |  9500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.09 | ppl   162.09
| epoch   4 | 10000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.08 | ppl   160.09
| epoch   4 | 10500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.12 | ppl   167.47
| epoch   4 | 11000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.13 | ppl   169.33
| epoch   4 | 11500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.10 | ppl   163.63
| epoch   4 | 12000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.09 | ppl   162.47
| epoch   4 | 12500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.06 | ppl   156.93
| epoch   4 | 13000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.29
| epoch   4 | 13500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.09 | ppl   162.09
| epoch   4 | 14000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.11 | ppl   166.17
| epoch   4 | 14500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.04 | ppl   154.99
| epoch   4 | 15000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.03 | ppl   152.94
| epoch   4 | 15500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.04 | ppl   154.07
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 99.67s | valid loss  5.29 | valid ppl   198.63
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 1.00 | ms/batch  6.21 | loss  5.09 | ppl   162.68
| epoch   5 |  1000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.10 | ppl   163.59
| epoch   5 |  1500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.12 | ppl   167.15
| epoch   5 |  2000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.05 | ppl   155.34
| epoch   5 |  2500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.01 | ppl   150.60
| epoch   5 |  3000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.30
| epoch   5 |  3500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.09 | ppl   161.97
| epoch   5 |  4000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.08 | ppl   161.51
| epoch   5 |  4500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.10 | ppl   164.18
| epoch   5 |  5000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.11 | ppl   165.55
| epoch   5 |  5500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.10 | ppl   163.36
| epoch   5 |  6000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.12 | ppl   166.86
| epoch   5 |  6500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.42
| epoch   5 |  7000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.90
| epoch   5 |  7500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.04 | ppl   154.61
| epoch   5 |  8000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.12 | ppl   167.31
| epoch   5 |  8500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.05 | ppl   156.22
| epoch   5 |  9000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.01 | ppl   149.44
| epoch   5 |  9500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.02 | ppl   151.73
| epoch   5 | 10000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.01 | ppl   150.11
| epoch   5 | 10500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.06 | ppl   157.08
| epoch   5 | 11000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.07 | ppl   159.56
| epoch   5 | 11500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.03 | ppl   153.55
| epoch   5 | 12000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.03 | ppl   153.33
| epoch   5 | 12500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  4.99 | ppl   147.11
| epoch   5 | 13000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.01 | ppl   150.08
| epoch   5 | 13500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.03 | ppl   152.22
| epoch   5 | 14000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  5.05 | ppl   155.90
| epoch   5 | 14500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  4.98 | ppl   146.02
| epoch   5 | 15000/15983 batches | lr 1.00 | ms/batch  6.20 | loss  4.97 | ppl   144.28
| epoch   5 | 15500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  4.98 | ppl   145.29
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 99.74s | valid loss  5.30 | valid ppl   201.32
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 0.25 | ms/batch  6.21 | loss  5.02 | ppl   151.78
| epoch   6 |  1000/15983 batches | lr 0.25 | ms/batch  6.20 | loss  5.02 | ppl   150.99
| epoch   6 |  1500/15983 batches | lr 0.25 | ms/batch  6.20 | loss  5.05 | ppl   155.41
| epoch   6 |  2000/15983 batches | lr 0.25 | ms/batch  6.20 | loss  4.96 | ppl   143.22
| epoch   6 |  2500/15983 batches | lr 0.25 | ms/batch  6.20 | loss  4.92 | ppl   137.34
| epoch   6 |  3000/15983 batches | lr 0.25 | ms/batch  6.20 | loss  4.98 | ppl   145.74
| epoch   6 |  3500/15983 batches | lr 0.25 | ms/batch  6.20 | loss  4.99 | ppl   147.31
| epoch   6 |  4000/15983 batches | lr 0.25 | ms/batch  6.21 | loss  4.99 | ppl   146.93
| epoch   6 |  4500/15983 batches | lr 0.25 | ms/batch  6.21 | loss  5.00 | ppl   148.86
| epoch   6 |  5000/15983 batches | lr 0.25 | ms/batch  6.21 | loss  5.01 | ppl   150.25
