Vocabulary Size:  27710
Total number of model parameters: 42.42M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch  9.84 | loss  7.19 | ppl  1331.17
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch  8.50 | loss  6.56 | ppl   702.99
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch  8.49 | loss  6.36 | ppl   579.70
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch  8.49 | loss  6.15 | ppl   470.54
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.98 | ppl   396.29
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  6.00 | ppl   404.54
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch  8.50 | loss  5.96 | ppl   388.99
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch  8.50 | loss  5.96 | ppl   386.40
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch  8.48 | loss  5.93 | ppl   374.58
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch  8.48 | loss  5.89 | ppl   362.83
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch  8.49 | loss  5.83 | ppl   339.64
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch  8.49 | loss  5.82 | ppl   338.08
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.75 | ppl   313.09
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch  8.45 | loss  5.76 | ppl   318.26
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch  8.45 | loss  5.70 | ppl   298.99
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch  8.45 | loss  5.76 | ppl   317.19
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch  8.45 | loss  5.67 | ppl   290.21
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch  8.50 | loss  5.62 | ppl   276.69
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.62 | ppl   277.04
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.62 | ppl   276.65
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.63 | ppl   278.29
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.62 | ppl   275.86
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.59 | ppl   266.78
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.54 | ppl   254.89
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.50 | ppl   245.84
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.53 | ppl   252.45
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.56 | ppl   259.12
| epoch   1 | 14000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.58 | ppl   264.09
| epoch   1 | 14500/15983 batches | lr 1.00 | ms/batch  8.50 | loss  5.47 | ppl   236.28
| epoch   1 | 15000/15983 batches | lr 1.00 | ms/batch  8.49 | loss  5.44 | ppl   229.74
| epoch   1 | 15500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.46 | ppl   236.25
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 137.30s | valid loss  5.51 | valid ppl   248.18
-----------------------------------------------------------------------------------------
