Vocabulary Size:  27710
Total number of model parameters: 42.42M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch  9.85 | loss  7.17 | ppl  1304.37
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch  8.54 | loss  6.55 | ppl   701.08
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch  8.54 | loss  6.37 | ppl   582.79
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch  8.54 | loss  6.16 | ppl   472.04
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.98 | ppl   396.81
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch  8.53 | loss  6.00 | ppl   403.28
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.95 | ppl   385.58
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.94 | ppl   381.11
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.91 | ppl   368.22
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.88 | ppl   356.06
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.81 | ppl   332.27
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.80 | ppl   329.76
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.72 | ppl   304.87
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.73 | ppl   309.04
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.67 | ppl   289.21
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.73 | ppl   307.08
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.63 | ppl   280.01
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch  8.51 | loss  5.59 | ppl   267.12
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.59 | ppl   266.85
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch  8.53 | loss  5.58 | ppl   266.12
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.59 | ppl   267.99
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.58 | ppl   265.40
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.54 | ppl   255.95
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.50 | ppl   244.50
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.46 | ppl   235.54
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.49 | ppl   241.76
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch  8.52 | loss  5.51 | ppl   247.89
