Vocabulary Size:  27710
Total number of model parameters: 42.42M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch 19.43 | loss  7.25 | ppl  1410.76
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  6.63 | ppl   758.67
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  6.44 | ppl   624.32
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  6.23 | ppl   506.07
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch 15.76 | loss  6.05 | ppl   426.02
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch 16.42 | loss  6.07 | ppl   434.18
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  6.03 | ppl   417.19
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  6.03 | ppl   414.45
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.99 | ppl   401.22
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.96 | ppl   389.20
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.90 | ppl   364.07
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.89 | ppl   360.97
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.81 | ppl   334.08
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.83 | ppl   339.58
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.77 | ppl   319.47
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.82 | ppl   338.44
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.74 | ppl   309.88
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.69 | ppl   294.86
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.69 | ppl   296.21
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.69 | ppl   296.35
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.70 | ppl   297.49
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.68 | ppl   293.95
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.65 | ppl   285.39
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.61 | ppl   272.16
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch 16.67 | loss  5.57 | ppl   262.54
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.60 | ppl   270.32
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.62 | ppl   276.90
| epoch   1 | 14000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.64 | ppl   282.78
| epoch   1 | 14500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.53 | ppl   252.54
| epoch   1 | 15000/15983 batches | lr 1.00 | ms/batch 15.46 | loss  5.50 | ppl   245.10
| epoch   1 | 15500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.54 | ppl   253.52
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 267.82s | valid loss  5.57 | valid ppl   263.44
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 1.00 | ms/batch 16.72 | loss  5.59 | ppl   266.71
| epoch   2 |  1000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.59 | ppl   267.19
| epoch   2 |  1500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.64 | ppl   281.01
| epoch   2 |  2000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.54 | ppl   255.19
| epoch   2 |  2500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.46 | ppl   234.38
| epoch   2 |  3000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.53 | ppl   252.74
| epoch   2 |  3500/15983 batches | lr 1.00 | ms/batch 16.67 | loss  5.55 | ppl   256.23
| epoch   2 |  4000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.56 | ppl   259.34
| epoch   2 |  4500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.57 | ppl   262.30
| epoch   2 |  5000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.56 | ppl   259.71
| epoch   2 |  5500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.53 | ppl   252.47
| epoch   2 |  6000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.54 | ppl   255.83
| epoch   2 |  6500/15983 batches | lr 1.00 | ms/batch 16.67 | loss  5.49 | ppl   241.23
| epoch   2 |  7000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.51 | ppl   247.07
| epoch   2 |  7500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.46 | ppl   236.05
| epoch   2 |  8000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.54 | ppl   253.84
| epoch   2 |  8500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.46 | ppl   235.12
| epoch   2 |  9000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.42 | ppl   225.69
| epoch   2 |  9500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.43 | ppl   228.19
| epoch   2 | 10000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.44 | ppl   229.61
| epoch   2 | 10500/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.46 | ppl   235.06
| epoch   2 | 11000/15983 batches | lr 1.00 | ms/batch 15.53 | loss  5.46 | ppl   235.28
| epoch   2 | 11500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.43 | ppl   227.41
| epoch   2 | 12000/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.40 | ppl   220.94
| epoch   2 | 12500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.36 | ppl   213.52
| epoch   2 | 13000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.39 | ppl   219.79
| epoch   2 | 13500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.42 | ppl   225.48
| epoch   2 | 14000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.44 | ppl   231.31
| epoch   2 | 14500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.34 | ppl   209.52
| epoch   2 | 15000/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.32 | ppl   204.96
| epoch   2 | 15500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.35 | ppl   211.13
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 267.07s | valid loss  5.42 | valid ppl   226.22
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 1.00 | ms/batch 16.71 | loss  5.41 | ppl   223.23
| epoch   3 |  1000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.42 | ppl   224.81
| epoch   3 |  1500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.47 | ppl   237.15
| epoch   3 |  2000/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.38 | ppl   217.08
| epoch   3 |  2500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.30 | ppl   201.26
| epoch   3 |  3000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.38 | ppl   217.11
| epoch   3 |  3500/15983 batches | lr 1.00 | ms/batch 16.65 | loss  5.39 | ppl   220.10
| epoch   3 |  4000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.40 | ppl   221.82
| epoch   3 |  4500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.42 | ppl   224.98
| epoch   3 |  5000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.41 | ppl   224.06
| epoch   3 |  5500/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.39 | ppl   218.72
| epoch   3 |  6000/15983 batches | lr 1.00 | ms/batch 16.66 | loss  5.41 | ppl   222.66
| epoch   3 |  6500/15983 batches | lr 1.00 | ms/batch 16.63 | loss  5.35 | ppl   211.01
| epoch   3 |  7000/15983 batches | lr 1.00 | ms/batch 16.11 | loss  5.37 | ppl   215.93
