Vocabulary Size:  27710
Total number of model parameters: 38.92M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch  6.20 | loss  7.19 | ppl  1321.09
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  6.66 | ppl   783.33
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch  6.12 | loss  6.45 | ppl   629.93
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  6.22 | ppl   502.42
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  6.05 | ppl   425.40
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  6.07 | ppl   432.28
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  6.04 | ppl   418.13
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  6.03 | ppl   413.83
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.99 | ppl   400.71
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.96 | ppl   388.52
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.90 | ppl   364.30
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.89 | ppl   360.77
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.81 | ppl   334.62
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.83 | ppl   338.70
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.76 | ppl   317.99
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.82 | ppl   336.81
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch  6.15 | loss  5.74 | ppl   309.79
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.69 | ppl   296.20
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.69 | ppl   295.44
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.68 | ppl   292.62
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.69 | ppl   295.85
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.68 | ppl   292.36
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.65 | ppl   284.17
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.60 | ppl   271.43
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.56 | ppl   259.74
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.59 | ppl   267.54
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.61 | ppl   273.77
| epoch   1 | 14000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.63 | ppl   277.50
| epoch   1 | 14500/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.52 | ppl   249.86
| epoch   1 | 15000/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.50 | ppl   244.16
| epoch   1 | 15500/15983 batches | lr 1.00 | ms/batch  6.12 | loss  5.53 | ppl   252.04
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 98.66s | valid loss  5.60 | valid ppl   270.77
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 1.00 | ms/batch  6.17 | loss  5.58 | ppl   265.84
| epoch   2 |  1000/15983 batches | lr 1.00 | ms/batch  6.15 | loss  5.58 | ppl   264.01
| epoch   2 |  1500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.63 | ppl   278.76
| epoch   2 |  2000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.53 | ppl   250.92
| epoch   2 |  2500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.45 | ppl   232.26
| epoch   2 |  3000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.53 | ppl   251.06
| epoch   2 |  3500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.53 | ppl   251.55
| epoch   2 |  4000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.54 | ppl   254.88
| epoch   2 |  4500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.55 | ppl   258.10
| epoch   2 |  5000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.54 | ppl   255.16
| epoch   2 |  5500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.51 | ppl   247.97
| epoch   2 |  6000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.53 | ppl   252.72
| epoch   2 |  6500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.48 | ppl   239.10
| epoch   2 |  7000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.50 | ppl   244.03
| epoch   2 |  7500/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.46 | ppl   234.35
| epoch   2 |  8000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.53 | ppl   253.16
| epoch   2 |  8500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.46 | ppl   235.17
| epoch   2 |  9000/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.42 | ppl   225.51
| epoch   2 |  9500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.42 | ppl   226.92
| epoch   2 | 10000/15983 batches | lr 1.00 | ms/batch  6.14 | loss  5.43 | ppl   227.66
| epoch   2 | 10500/15983 batches | lr 1.00 | ms/batch  6.13 | loss  5.45 | ppl   233.54
