Vocabulary Size:  27710
Total number of model parameters: 2.86M
| epoch   1 |   500/15983 batches | lr 2.00 | ms/batch  3.44 | loss  8.67 | ppl  5799.67
| epoch   1 |  1000/15983 batches | lr 2.00 | ms/batch  3.38 | loss  6.78 | ppl   882.18
| epoch   1 |  1500/15983 batches | lr 2.00 | ms/batch  3.38 | loss  6.57 | ppl   712.58
| epoch   1 |  2000/15983 batches | lr 2.00 | ms/batch  3.38 | loss  6.34 | ppl   566.22
| epoch   1 |  2500/15983 batches | lr 2.00 | ms/batch  3.38 | loss  6.15 | ppl   467.04
| epoch   1 |  3000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  6.15 | ppl   470.29
| epoch   1 |  3500/15983 batches | lr 2.00 | ms/batch  3.36 | loss  6.11 | ppl   450.25
| epoch   1 |  4000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  6.09 | ppl   443.08
| epoch   1 |  4500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  6.06 | ppl   429.17
| epoch   1 |  5000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  6.03 | ppl   415.73
| epoch   1 |  5500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.97 | ppl   389.98
| epoch   1 |  6000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.95 | ppl   384.96
| epoch   1 |  6500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.88 | ppl   357.38
| epoch   1 |  7000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.89 | ppl   362.15
| epoch   1 |  7500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.83 | ppl   340.68
| epoch   1 |  8000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.89 | ppl   360.43
| epoch   1 |  8500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.81 | ppl   332.12
| epoch   1 |  9000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.77 | ppl   319.23
| epoch   1 |  9500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.76 | ppl   317.91
| epoch   1 | 10000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.76 | ppl   318.84
| epoch   1 | 10500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.77 | ppl   319.22
| epoch   1 | 11000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.75 | ppl   315.40
| epoch   1 | 11500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.73 | ppl   307.13
| epoch   1 | 12000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.68 | ppl   293.83
| epoch   1 | 12500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.64 | ppl   282.70
| epoch   1 | 13000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.67 | ppl   290.61
| epoch   1 | 13500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.71 | ppl   301.08
| epoch   1 | 14000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.73 | ppl   307.11
| epoch   1 | 14500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.62 | ppl   274.96
| epoch   1 | 15000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.60 | ppl   269.17
| epoch   1 | 15500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.62 | ppl   276.33
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 54.34s | valid loss  5.63 | valid ppl   279.54
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 2.00 | ms/batch  3.38 | loss  5.67 | ppl   290.33
| epoch   2 |  1000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.67 | ppl   288.87
| epoch   2 |  1500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.72 | ppl   306.34
| epoch   2 |  2000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.64 | ppl   280.71
| epoch   2 |  2500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   258.63
| epoch   2 |  3000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.64 | ppl   280.48
| epoch   2 |  3500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.65 | ppl   283.95
| epoch   2 |  4000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.67 | ppl   288.88
| epoch   2 |  4500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.67 | ppl   290.61
| epoch   2 |  5000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.66 | ppl   286.41
| epoch   2 |  5500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.64 | ppl   280.37
| epoch   2 |  6000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.65 | ppl   283.66
| epoch   2 |  6500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.59 | ppl   268.89
| epoch   2 |  7000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.61 | ppl   274.26
| epoch   2 |  7500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.57 | ppl   262.19
| epoch   2 |  8000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.65 | ppl   283.12
| epoch   2 |  8500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.58 | ppl   265.45
| epoch   2 |  9000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   257.11
| epoch   2 |  9500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   258.40
| epoch   2 | 10000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   260.15
| epoch   2 | 10500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.58 | ppl   264.00
| epoch   2 | 11000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.58 | ppl   265.20
| epoch   2 | 11500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   258.08
| epoch   2 | 12000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.52 | ppl   250.39
| epoch   2 | 12500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   243.17
| epoch   2 | 13000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.51 | ppl   248.12
| epoch   2 | 13500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   257.99
| epoch   2 | 14000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.58 | ppl   264.49
| epoch   2 | 14500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   240.67
| epoch   2 | 15000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.47 | ppl   236.44
| epoch   2 | 15500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   242.43
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 54.30s | valid loss  5.53 | valid ppl   253.21
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 2.00 | ms/batch  3.38 | loss  5.54 | ppl   255.57
| epoch   3 |  1000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   256.24
| epoch   3 |  1500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.61 | ppl   273.11
| epoch   3 |  2000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.53 | ppl   251.45
| epoch   3 |  2500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.46 | ppl   234.15
| epoch   3 |  3000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.53 | ppl   253.03
| epoch   3 |  3500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   258.54
| epoch   3 |  4000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   260.90
| epoch   3 |  4500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.57 | ppl   261.94
| epoch   3 |  5000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   259.28
| epoch   3 |  5500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   256.71
| epoch   3 |  6000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.56 | ppl   260.74
| epoch   3 |  6500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.51 | ppl   247.92
| epoch   3 |  7000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.53 | ppl   252.24
| epoch   3 |  7500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   241.77
| epoch   3 |  8000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.57 | ppl   261.42
| epoch   3 |  8500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.50 | ppl   245.29
| epoch   3 |  9000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.47 | ppl   238.44
| epoch   3 |  9500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   239.71
| epoch   3 | 10000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   241.92
| epoch   3 | 10500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.51 | ppl   247.07
| epoch   3 | 11000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.52 | ppl   248.48
| epoch   3 | 11500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   241.18
| epoch   3 | 12000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.46 | ppl   236.19
| epoch   3 | 12500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.44 | ppl   229.88
| epoch   3 | 13000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.45 | ppl   233.49
| epoch   3 | 13500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   240.79
| epoch   3 | 14000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.52 | ppl   249.13
| epoch   3 | 14500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.43 | ppl   227.31
| epoch   3 | 15000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.41 | ppl   224.29
| epoch   3 | 15500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.44 | ppl   230.20
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 54.30s | valid loss  5.48 | valid ppl   239.86
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 2.00 | ms/batch  3.38 | loss  5.49 | ppl   241.94
| epoch   4 |  1000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   242.84
| epoch   4 |  1500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.55 | ppl   258.28
| epoch   4 |  2000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   239.39
| epoch   4 |  2500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.41 | ppl   224.14
| epoch   4 |  3000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.49 | ppl   241.08
| epoch   4 |  3500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.50 | ppl   245.58
| epoch   4 |  4000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.52 | ppl   248.49
| epoch   4 |  4500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.51 | ppl   248.38
| epoch   4 |  5000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.50 | ppl   245.30
| epoch   4 |  5500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.50 | ppl   244.14
| epoch   4 |  6000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.51 | ppl   248.33
| epoch   4 |  6500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.47 | ppl   237.39
| epoch   4 |  7000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   240.00
| epoch   4 |  7500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.45 | ppl   232.05
| epoch   4 |  8000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.53 | ppl   251.04
| epoch   4 |  8500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.46 | ppl   235.06
| epoch   4 |  9000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.43 | ppl   228.40
| epoch   4 |  9500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.44 | ppl   230.38
| epoch   4 | 10000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.45 | ppl   232.29
| epoch   4 | 10500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.47 | ppl   237.83
| epoch   4 | 11000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   239.22
| epoch   4 | 11500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.45 | ppl   231.87
| epoch   4 | 12000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.43 | ppl   228.14
| epoch   4 | 12500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.41 | ppl   222.68
| epoch   4 | 13000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.42 | ppl   225.29
| epoch   4 | 13500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.45 | ppl   231.73
| epoch   4 | 14000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.48 | ppl   239.30
| epoch   4 | 14500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.39 | ppl   220.10
| epoch   4 | 15000/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.38 | ppl   217.48
| epoch   4 | 15500/15983 batches | lr 2.00 | ms/batch  3.37 | loss  5.40 | ppl   222.52
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 54.31s | valid loss  5.51 | valid ppl   247.47
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.43 | ppl   228.99
| epoch   5 |  1000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.43 | ppl   227.93
| epoch   5 |  1500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.50 | ppl   243.68
| epoch   5 |  2000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.41 | ppl   224.05
| epoch   5 |  2500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.34 | ppl   208.60
| epoch   5 |  3000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.41 | ppl   224.74
| epoch   5 |  3500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.43 | ppl   227.94
| epoch   5 |  4000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.44 | ppl   229.72
| epoch   5 |  4500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.44 | ppl   231.34
| epoch   5 |  5000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.43 | ppl   228.37
| epoch   5 |  5500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.43 | ppl   227.31
| epoch   5 |  6000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.45 | ppl   232.88
| epoch   5 |  6500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.40 | ppl   220.77
| epoch   5 |  7000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.41 | ppl   223.36
| epoch   5 |  7500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.37 | ppl   215.74
| epoch   5 |  8000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.45 | ppl   232.01
| epoch   5 |  8500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.38 | ppl   217.98
| epoch   5 |  9000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.35 | ppl   211.30
| epoch   5 |  9500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.36 | ppl   212.77
| epoch   5 | 10000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.37 | ppl   214.52
| epoch   5 | 10500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.39 | ppl   219.14
| epoch   5 | 11000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.40 | ppl   222.08
| epoch   5 | 11500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.37 | ppl   214.77
| epoch   5 | 12000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.35 | ppl   211.25
| epoch   5 | 12500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.33 | ppl   206.15
| epoch   5 | 13000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.34 | ppl   208.21
| epoch   5 | 13500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.36 | ppl   213.32
| epoch   5 | 14000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.40 | ppl   221.03
| epoch   5 | 14500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.32 | ppl   203.40
| epoch   5 | 15000/15983 batches | lr 0.50 | ms/batch  3.36 | loss  5.30 | ppl   201.01
| epoch   5 | 15500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.32 | ppl   205.00
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 54.29s | valid loss  5.40 | valid ppl   220.39
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 0.50 | ms/batch  3.38 | loss  5.39 | ppl   218.46
| epoch   6 |  1000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.39 | ppl   219.68
| epoch   6 |  1500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.45 | ppl   233.91
| epoch   6 |  2000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.37 | ppl   215.82
| epoch   6 |  2500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.32 | ppl   203.80
| epoch   6 |  3000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.39 | ppl   218.75
| epoch   6 |  3500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.40 | ppl   222.27
| epoch   6 |  4000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.41 | ppl   223.55
| epoch   6 |  4500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.42 | ppl   225.22
| epoch   6 |  5000/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.41 | ppl   223.22
| epoch   6 |  5500/15983 batches | lr 0.50 | ms/batch  3.37 | loss  5.40 | ppl   222.30
