Vocabulary Size:  27710
Total number of model parameters: 28.19M
| epoch   1 |   500/15983 batches | lr 15.00 | ms/batch  7.97 | loss  7.14 | ppl  1261.01
| epoch   1 |  1000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  6.77 | ppl   869.79
| epoch   1 |  1500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  6.57 | ppl   715.42
| epoch   1 |  2000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  6.14 | ppl   466.18
| epoch   1 |  2500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  5.84 | ppl   342.80
| epoch   1 |  3000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.76 | ppl   316.82
| epoch   1 |  3500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.66 | ppl   287.78
| epoch   1 |  4000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.59 | ppl   268.78
| epoch   1 |  4500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.53 | ppl   252.25
| epoch   1 |  5000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.46 | ppl   234.93
| epoch   1 |  5500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.39 | ppl   218.73
| epoch   1 |  6000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.37 | ppl   215.13
| epoch   1 |  6500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  5.30 | ppl   201.20
| epoch   1 |  7000/15983 batches | lr 15.00 | ms/batch  7.86 | loss  5.30 | ppl   199.63
| epoch   1 |  7500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.23 | ppl   187.72
| epoch   1 |  8000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.29 | ppl   197.70
| epoch   1 |  8500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.20 | ppl   180.47
| epoch   1 |  9000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.13 | ppl   169.37
| epoch   1 |  9500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.12 | ppl   168.07
| epoch   1 | 10000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.10 | ppl   163.30
| epoch   1 | 10500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.13 | ppl   168.61
| epoch   1 | 11000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.12 | ppl   167.39
| epoch   1 | 11500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.08 | ppl   160.00
| epoch   1 | 12000/15983 batches | lr 15.00 | ms/batch  7.86 | loss  5.05 | ppl   156.60
| epoch   1 | 12500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.00 | ppl   148.82
| epoch   1 | 13000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.02 | ppl   151.11
| epoch   1 | 13500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  5.03 | ppl   153.66
| epoch   1 | 14000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.04 | ppl   154.89
| epoch   1 | 14500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.97 | ppl   143.63
| epoch   1 | 15000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.95 | ppl   141.41
| epoch   1 | 15500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.95 | ppl   141.60
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 126.33s | valid loss  5.12 | valid ppl   167.37
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 15.00 | ms/batch  7.87 | loss  4.98 | ppl   146.03
| epoch   2 |  1000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.98 | ppl   145.98
| epoch   2 |  1500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  5.00 | ppl   148.07
| epoch   2 |  2000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.91 | ppl   136.07
| epoch   2 |  2500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.88 | ppl   131.81
| epoch   2 |  3000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.92 | ppl   136.87
| epoch   2 |  3500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.92 | ppl   137.64
| epoch   2 |  4000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.90 | ppl   134.78
| epoch   2 |  4500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.91 | ppl   135.46
| epoch   2 |  5000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.91 | ppl   135.04
| epoch   2 |  5500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.89 | ppl   133.22
| epoch   2 |  6000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.90 | ppl   133.81
| epoch   2 |  6500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.85 | ppl   127.95
| epoch   2 |  7000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.86 | ppl   129.26
| epoch   2 |  7500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.82 | ppl   124.45
| epoch   2 |  8000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.89 | ppl   132.53
| epoch   2 |  8500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.83 | ppl   125.27
| epoch   2 |  9000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.79 | ppl   119.85
| epoch   2 |  9500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.80 | ppl   121.11
| epoch   2 | 10000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.77 | ppl   117.74
| epoch   2 | 10500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.82 | ppl   123.49
| epoch   2 | 11000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.82 | ppl   124.13
| epoch   2 | 11500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.79 | ppl   119.88
| epoch   2 | 12000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.78 | ppl   118.63
| epoch   2 | 12500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.73 | ppl   113.71
| epoch   2 | 13000/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.76 | ppl   116.46
| epoch   2 | 13500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.78 | ppl   118.62
| epoch   2 | 14000/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.79 | ppl   120.36
| epoch   2 | 14500/15983 batches | lr 15.00 | ms/batch  7.84 | loss  4.74 | ppl   114.43
| epoch   2 | 15000/15983 batches | lr 15.00 | ms/batch  7.84 | loss  4.73 | ppl   113.63
| epoch   2 | 15500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.73 | ppl   112.86
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 126.25s | valid loss  4.97 | valid ppl   144.49
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 15.00 | ms/batch  7.87 | loss  4.76 | ppl   117.06
| epoch   3 |  1000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.77 | ppl   117.39
| epoch   3 |  1500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.77 | ppl   118.19
| epoch   3 |  2000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.71 | ppl   110.62
| epoch   3 |  2500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.70 | ppl   109.82
| epoch   3 |  3000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.73 | ppl   113.55
| epoch   3 |  3500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.74 | ppl   114.50
| epoch   3 |  4000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.72 | ppl   111.88
| epoch   3 |  4500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.73 | ppl   113.10
| epoch   3 |  5000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.73 | ppl   113.57
| epoch   3 |  5500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.73 | ppl   113.60
| epoch   3 |  6000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.74 | ppl   114.00
| epoch   3 |  6500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.70 | ppl   109.64
| epoch   3 |  7000/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.71 | ppl   110.67
| epoch   3 |  7500/15983 batches | lr 15.00 | ms/batch  7.85 | loss  4.67 | ppl   107.09
| epoch   3 |  8000/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.73 | ppl   113.71
| epoch   3 |  8500/15983 batches | lr 15.00 | ms/batch  7.86 | loss  4.69 | ppl   108.58
