Vocabulary Size:  27710
Total number of model parameters: 40.14M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch  8.73 | loss  7.13 | ppl  1245.17
| epoch   1 |  1000/15983 batches | lr 1.00 | ms/batch  7.33 | loss  6.49 | ppl   657.71
| epoch   1 |  1500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  6.30 | ppl   545.95
| epoch   1 |  2000/15983 batches | lr 1.00 | ms/batch  7.34 | loss  6.09 | ppl   442.51
| epoch   1 |  2500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.92 | ppl   371.13
| epoch   1 |  3000/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.93 | ppl   377.81
| epoch   1 |  3500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.89 | ppl   362.36
| epoch   1 |  4000/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.88 | ppl   358.56
| epoch   1 |  4500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.85 | ppl   346.21
| epoch   1 |  5000/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.82 | ppl   335.31
| epoch   1 |  5500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.75 | ppl   314.15
| epoch   1 |  6000/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.74 | ppl   312.24
| epoch   1 |  6500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.67 | ppl   289.02
| epoch   1 |  7000/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.68 | ppl   292.99
| epoch   1 |  7500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.61 | ppl   274.29
| epoch   1 |  8000/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.68 | ppl   291.65
| epoch   1 |  8500/15983 batches | lr 1.00 | ms/batch  7.33 | loss  5.58 | ppl   265.96
| epoch   1 |  9000/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.54 | ppl   253.69
| epoch   1 |  9500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.54 | ppl   253.54
| epoch   1 | 10000/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.53 | ppl   252.81
| epoch   1 | 10500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.54 | ppl   255.72
| epoch   1 | 11000/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.54 | ppl   253.52
| epoch   1 | 11500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.50 | ppl   243.96
| epoch   1 | 12000/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.46 | ppl   234.08
| epoch   1 | 12500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.42 | ppl   225.30
| epoch   1 | 13000/15983 batches | lr 1.00 | ms/batch  7.30 | loss  5.44 | ppl   231.32
| epoch   1 | 13500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.47 | ppl   236.86
| epoch   1 | 14000/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.49 | ppl   241.40
| epoch   1 | 14500/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.38 | ppl   216.35
| epoch   1 | 15000/15983 batches | lr 1.00 | ms/batch  7.32 | loss  5.35 | ppl   210.77
| epoch   1 | 15500/15983 batches | lr 1.00 | ms/batch  7.31 | loss  5.38 | ppl   216.05
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 118.39s | valid loss  5.46 | valid ppl   235.34
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 1.00 | ms/batch  7.34 | loss  5.42 | ppl   226.72
